"","id","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"7151",8063585,22943569,"Laura","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4953529375758,13.424590018446,"Entire home/apt",95,2,3,2017-04-18,0.15,1,0
"7152",18353161,446005,"Marta","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4963036702002,13.4329982962185,"Private room",33,4,0,NA,NA,1,41
"7153",1706946,9007242,"Henrik","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4982287243755,13.4402857801647,"Private room",49,3,156,2017-04-19,3.84,1,63
"7154",3868587,19975000,"Mateo","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.498797149705,13.4407923651939,"Private room",39,10,0,NA,NA,1,365
"7155",9439142,9560030,"Marieke","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4969093417109,13.4442360964086,"Private room",25,4,3,2015-12-17,0.17,2,310
"7156",11274086,31592140,"Elena","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4999578364612,13.4374437392208,"Private room",25,3,8,2017-05-01,0.56,1,1
"7157",6948066,36429331,"Mokka","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4971384189325,13.4297178768498,"Entire home/apt",40,1,0,NA,NA,1,0
"7158",18287009,12852517,"Delia","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4982385907941,13.4431556314411,"Private room",25,2,0,NA,NA,1,23
"7159",15933903,52535198,"Shay","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4993633307009,13.439303756034,"Private room",59,1,1,2016-11-12,0.17,1,0
"7160",14289217,87224676,"Merkur","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4988808048477,13.4420474363073,"Private room",25,1,6,2016-10-25,0.65,1,0
"7161",13108328,72864472,"Chuk","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4970963847172,13.4301685888851,"Entire home/apt",60,2,15,2017-04-22,1.33,1,73
"7162",17552899,56597849,"Antonia","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4961423509969,13.4276035011152,"Private room",34,2,1,2017-05-01,1,2,264
"7163",7472677,39109904,"Inka","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4975362265649,13.4238652978371,"Entire home/apt",82,3,4,2017-02-07,0.2,1,66
"7164",15750742,2106429,"Inga","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4944330876147,13.4281261465384,"Entire home/apt",60,4,1,2017-04-17,0.19,1,31
"7165",9766394,2389096,"Melissa","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4978908998811,13.4359631242069,"Entire home/apt",250,4,0,NA,NA,1,0
